"","appid","name","developer","publisher","price","year","duenos_promedio","rating_neto","rating_perc","Action","Free to Play","Strategy","Adventure","Indie","RPG","Casual","Simulation","Racing","Violent","Massively Multiplayer","Nudity","Sports","Early Access","Gore","Sexual Content"
"11887",555150,"The First Tree","David Wehle","David Wehle",8669,2017,150000,804,0.768357810413885,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"11888",555160,"Pavlov VR","davevillz","davevillz",7584,2017,350000,2597,0.892651950408225,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
"11889",555170,"OneManVurgeR","Dazzle Inc.","Dazzle Inc.",5414,2016,10000,5,0.727272727272727,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"11890",555180,"InfinitasDM","Atom Switch, Inc.","Atom Switch, Inc.",7584,2016,10000,-2,0.472222222222222,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"11891",555210,"Trick and Treat - Visual Novel","Eternal Night Studios","Alberto Herrera;Ziel Graywords;Stw projects",0,2016,350000,2571,0.89275893675527,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"11892",555220,"Detention","RedCandleGames","RedCandleGames;AGM PLAYISM",9754,2017,750000,5852,0.760598503740648,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"11893",555230,"The table at war VR","KudaiGame","KudaiGame",11924,2017,10000,2,0.75,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"11894",555260,"The Butterfly Sign: Human Error","Quantum Phoenix Studio;Dennis Esie","Quantum Phoenix Studio",4329,2017,350000,7,0.54320987654321,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"11895",555280,"M.A.C.E.","EntwicklerX","EntwicklerX",4329,2017,10000,1,0.512820512820513,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"11896",555290,"Little Briar Rose","Elf Games","Elf Games",4329,2016,10000,57,0.843373493975904,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"11897",555310,"Satellite","7DOTS;Rock Frog","7DOTS;Angry games;RuVN",2268,2018,10000,35,0.830188679245283,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"11898",555320,"Never give up!","Salamandra88","7DOTS",2159,2016,35000,60,0.894736842105263,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"11899",555370,"1812: The Invasion of Canada","HexWar Games","HexWar Games",20604,2017,10000,3,0.636363636363636,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11900",555400,"Collision Course","Crynosaurs","Crynosaurs",8669,2017,10000,117,0.838150289017341,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"11901",555410,"Hearts of Chaos","Warfare Studios","Warfare Studios",4329,2017,10000,0,0.5,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"11902",555430,"On The Path Remastered","Pentagrammical Justice","Riviysky",3136,2017,10000,2,0.666666666666667,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"11903",555440,"Deathgarden","Behaviour Digital Inc.","Behaviour Digital Inc.",27114,2018,75000,-83,0.483380056067281,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"11904",555450,"Deus Ex: Breach™","Eidos Montreal","Square Enix",0,2017,75000,-31,0.427906976744186,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"11905",555510,"MachiaVillain","Wild Factor","Good Shepherd Entertainment",16264,2018,35000,114,0.650793650793651,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"11906",555520,"Riddles of Fate: Wild Hunt Collector's Edition","Elephant Games","Big Fish Games",7584,2016,10000,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"11907",555570,"Infestation: The New Z","Fredaikis AB","Fredaikis AB",0,2016,7500000,-475,0.491495685179217,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"11908",555580,"The Legend of Dark Witch 2 (<U+9B54><U+795E><U+5C11><U+5973><U+30A8><U+30D4><U+30BD><U+30FC><U+30C9>2)","INSIDE SYSTEM","INSIDE SYSTEM",8669,2017,10000,28,0.911764705882353,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"11909",555600,"Hopalong: The Badlands","From the Future LLC","From the Future LLC",12358,2017,10000,21,0.956521739130435,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"11910",555610,"Gunmetal Arcadia Zero","Minor Key Games","Minor Key Games",5197,2016,75000,52,0.80952380952381,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"11911",555620,"Crazy Oafish Ultra Blocks: Big Sale","CivilSavages","Siberian Digital",3461,2016,150000,43,0.604878048780488,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"11912",555630,"A Magical High School Girl / <U+9B54><U+6CD5><U+306E><U+5973><U+5B50><U+9AD8><U+751F>","illuCalab","Sekai Project",7584,2016,10000,71,0.759124087591241,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"11913",555640,"Japanese School Life","code:jp","Sekai Project",7584,2016,75000,118,0.783653846153846,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"11914",555650,"Love, Guitars, and the Nashville Skyline","Cosmillica","Sekai Project",7584,2016,10000,11,0.739130434782609,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"11915",555660,"Red Forest","BiscuitPlay","BiscuitPlay",4329,2016,35000,-25,0.430939226519337,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"11916",555670,"Infinitum","VGstudio","VGstudio",4329,2017,75000,12,0.563829787234043,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"11917",555700,"Absoloot","Latinas Tomatos","Dagestan Technology ",3461,2017,350000,18,0.53515625,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"11918",555710,"Zolg","Robert Alvarez","Robert Alvarez",857,2016,35000,75,0.748344370860927,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"11919",555720,"Grave Danger: Ultimate Edition","Spotted Shark Studio","Spotted Shark Studio",7801,2016,10000,24,0.815789473684211,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"11920",555730,"Robot City Stadium","Virtual Vengeance","Virtual Vengeance",7584,2016,10000,8,0.785714285714286,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
"11921",555750,"Masked Forces","FreezeNova","FreezeNova",857,2016,75000,111,0.648793565683646,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"11922",555760,"Adrenaline Adventure","David Pierucci","David Pierucci",1834,2016,35000,-10,0.291666666666667,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
"11923",555820,"Grim Facade: Mystery of Venice Collector’s Edition","ERS G Studios","Big Fish Games",7584,2016,10000,-2,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"11924",555830,"Vecitas","Sachonski;Renato Milanesi;Sith","Patagoniart",6065,2017,10000,-1,0.470588235294118,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"11925",555850,"Galactic Landing","Kobra Studio","Kobra Studio",1725,2016,35000,8,0.666666666666667,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0
"11926",555880,"Sairento VR","Mixed Realms Pte Ltd;Swag Soft Holdings Pte Ltd","Mixed Realms Pte Ltd",24944,2018,35000,843,0.9002849002849,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"11927",555890,"Burgers 2","Digitized Organism","Digitized Organism",3027,2017,10000,11,0.689655172413793,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"11928",555920,"Dark Egypt","GDNomad","Infernal Dream",4329,2017,150000,-11,0.342857142857143,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"11929",555930,"Madness","Indie Games Studio","Indie Games Studio",2159,2016,35000,1,0.518518518518518,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"11930",555940,"Fairyland: Fairy Power","Naarassusi Game","Naarassusi Publisher",4329,2016,150000,49,0.752577319587629,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"11931",555950,"Danganronpa Another Episode: Ultra Despair Girls","Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",24944,2017,35000,825,0.922210849539406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11932",555970,"Awaken","Blueprint Reality Inc.","Blueprint Reality Inc.",24944,2017,10000,21,0.888888888888889,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
"11933",555980,"The Dungeon of Destiny","LEVER Software","LEVER Software",3461,2018,10000,-6,0.411764705882353,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
"11934",556000,"Gold Crusader","West Forest Games","West Forest Games",2159,2016,10000,-7,0.181818181818182,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"11935",556010,"Neon Arena","Axyos Games","Axyos Games",3461,2017,35000,23,0.671641791044776,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"11936",556050,"Hyper Jam","Bit Dragon","Bit Dragon",11165,2019,10000,90,0.932692307692308,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"11937",556070,"Turret Architect","Red Matter Studio","Red Matter Studio",857,2016,10000,1,0.510204081632653,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"11938",556090,"FIGHTING SPACE","Apology Games","Apology Games",4329,2016,10000,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"11939",556110,"Galactic Fighter","Spectrum Games","AYE Technology",857,2016,350000,-17,0.402298850574713,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"11940",556120,"Reptilians Must Die!","Andrew ""Versus"" Larionov","AYE Technology",1725,2017,150000,75,0.707182320441989,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
"11941",556130,"Drones, The Human Condition","Blunt Games","Ninja in A Tux",5414,2016,10000,6,0.875,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"11942",556140,"We Are Stars","NSC Creative","NSC Creative",7584,2016,10000,22,0.84375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"11943",556160,"PHAT STACKS","ColloseusX","Phat Phrog Studios",1725,2016,150000,-25,0.423312883435583,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"11944",556180,"Mysterium: A Psychic Clue Game","Asmodee Digital;Playsoft","Asmodee Digital",5631,2017,75000,121,0.776255707762557,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11945",556190,"Seven Seas Solitaire","Anawiki Games","Anawiki Games",7584,2016,10000,14,0.818181818181818,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"11946",556230,"Off-Road Paradise: Trial 4x4","Ivanovich Games","Ivanovich Games",16264,2017,10000,26,0.651162790697674,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0
"11947",556250,"Final Core","Tabc3dd","Tabc3dd",2268,2017,10000,9,0.764705882352941,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"11948",556260,"Gil's Lucid Dreams","Christian Piano","Oblion Studio",857,2017,10000,5,0.727272727272727,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"11949",556280,"Neon Prism","Just1337 Studio","Just1337 Publisher",5414,2016,75000,94,0.715596330275229,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"11950",556300,"Age of Farming","Evergreen","Evergreen",857,2016,10000,-8,0.357142857142857,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"11951",556310,"TMM: Entourage","Chocolate Ship Games","Chocolate Ship Games",7584,2017,10000,1,0.555555555555556,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"11952",556340,"King Kaiju","Fire Hose Games;Chris Chung","Fire Hose Games",4329,2017,10000,75,0.809917355371901,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"11953",556480,"Rugby League Live 4","Big Ant Studios","Tru Blu Games",43389,2017,10000,-2,0.477272727272727,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"11954",556520,"Housekeeping VR","Peach Pie Productions","Glass Hand Studios",4329,2017,10000,1,0.538461538461538,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0
"11955",556540,"Pyramid VR","Christopher Meyer;Alvaro Urrutia Luna","Notso Entertaining Productions",3136,2017,10000,2,0.583333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"11956",556550,"The Horus Heresy: Betrayal at Calth","Steel Wool Studios","Steel Wool Studios",15179,2018,10000,23,0.716981132075472,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"11957",556640,"Gladius | Gladiator VR Sword fighting","VirtualAge","VirtualAge",14094,2016,10000,97,0.797546012269939,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"11958",556680,"INTRUDER - WAR AREAS","Play One Game Studio","Play One Game Studio",13009,2016,10000,-2,0.333333333333333,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"11959",556700,"Heavy Impact","Studio Captivate","Studio Captivate",16264,2016,10000,-1,0.428571428571429,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0
"11960",556710,"Marrow","Fever Dream Gameworks","Fever Dream Gameworks",7584,2016,10000,10,0.8125,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"11961",556720,"Off-Road Super Racing","GameTop.com","GameTop.com",0,2016,10000,-14,0.375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"11962",556740,"LEGRAND LEGACY: Tale of the Fatebounds","SEMISOFT","Another Indie;Mayflower Entertainment [KR]",16807,2018,10000,116,0.795918367346939,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"11963",556770,"Star Phoenix","Blazar Games","Blazar Games",7801,2016,10000,-4,0.388888888888889,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
"11964",556780,"Neptune: Arena FPS","GENOVA Softworks","GENOVA Softworks",4329,2017,10000,23,0.709090909090909,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"11965",556820,"Warbands: Bushido","Red Unit Studios","Red Unit Studios",0,2017,150000,332,0.676972281449893,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"11966",556830,"GemWars","uyi technology Co,Ltd","uyi technology Co,Ltd",6065,2016,10000,4,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"11967",556840,"The Dome","Route 66 Games","Route 66 Games",14745,2017,10000,-9,0.371428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"11968",556850,"Handy Dice","Nuclear","Nuclear",2159,2017,10000,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"11969",556860,"Gladiator School","Raptor Claw Games","Raptor Claw Games",7801,2017,10000,90,0.755681818181818,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"11970",556870,"Charlie's Adventure","Just1337 Studio","Just1337 Publisher",5414,2016,75000,56,0.638613861386139,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"11971",556890,"Dreamcage Escape","Big Loop Studios","Big Loop Studios",1725,2016,10000,22,0.775,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"11972",556920,"Equilibrium Of Divinity","Infernal Anvil Games","Infernal Anvil Games",12358,2017,10000,10,0.8125,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"11973",556960,"Lost Wing","BoxFrog Games","BoxFrog Games",7801,2017,10000,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"11974",556990,"Rage Against The Zombies","3DDUO","Plug In Digital;Fun4Family",4329,2017,10000,1,0.545454545454545,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"11975",557030,"Avenger Bird","TiliaSoft","TiliaSoft",3027,2017,10000,3,0.6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"11976",557040,"99Vidas","QUByte Interactive","QUByte Interactive",10839,2016,35000,241,0.875389408099688,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"11977",557190,"BuildMoreCubes","HA Studio Ltd.","HA Studio Ltd.",1834,2016,10000,0,0.5,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"11978",557240,"Afterlife","LucasArts","Lucasfilm;Disney Interactive",5197,2018,10000,2,0.75,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"11979",557260,"iREC","Labory","Mamilos Club Studios",0,2017,75000,-14,0.435185185185185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"11980",557330,">//:System.Hack","Nullray Gaming","Nullray Gaming",8995,2017,10000,15,0.857142857142857,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
"11981",557400,"Midas Gold Plus","Holyday Studios","Holyday Studios",0,2017,350000,1188,0.881258023106547,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"11982",557410,"Dream Quest","Peter Whalen","Peter Whalen",7584,2016,10000,104,0.912698412698413,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"11983",557420,"Kamio Recoil","Shindenken","Hanaji Games",6065,2016,10000,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"11984",557460,"ToledoVR","SomeDudes","SomeDudes",6499,2017,10000,2,0.666666666666667,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"11985",557520,"Torn","Aspyr","Aspyr",25812,2018,10000,34,0.673469387755102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11986",557570,"Able Black","Skot Leach","Skot Leach",4329,2016,10000,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"11987",557580,"Ancient Guardian","Hell Squirrel Games","DNVR Prod",5414,2016,35000,60,0.754237288135593,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"11988",557600,"Gorogoa","Buried Signal","Annapurna Interactive",12358,2017,150000,4610,0.973500410846343,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"11989",557630,"Hello Charlotte EP2: Requiem Aeternam Deo","etherane","etherane",2268,2016,10000,262,0.958041958041958,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0
"11990",557670,"Spooky Night","AurealStudio","AurealStudio",0,2016,10000,15,0.857142857142857,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"11991",557680,"Germ Wars","Svarog Studios","Back To Basics Gaming",857,2016,350000,22,0.559782608695652,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"11992",557700,"Empyrean","Choice of Games","Choice of Games",5197,2016,10000,6,0.75,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"11993",557720,"Love Chronicles: The Spell Collector's Edition","Vendel Games","Big Fish Games",7584,2017,10000,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"11994",557730,"I Hate Santa","VirtualRock VR","VirtualRock VR",2159,2016,10000,12,0.875,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"11995",557750,"Giants: Citizen Kabuto","Planet Moon Studios","Interplay",7584,2016,10000,36,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"11996",557760,"Of Light and Darkness","Tribal Dreams","Interplay Entertainment Corp.",7584,2017,10000,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"11997",557770,"Pawn","ODBear Studios","ODBear Studios",5414,2016,10000,6,0.666666666666667,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0
"11998",557780,"Atom Fishing II","Woolf","R-Age",0,2016,350000,406,0.719222462203024,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"11999",557790,"Goblet of Maya","CubeInSquare","CubeInSquare",1834,2016,35000,12,0.928571428571429,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"12000",557810,"Clicker Guild","Fox Dawn","Fox Dawn",0,2016,150000,46,0.541666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12001",557830,"My Pet Rock","Carl Games","Carl Games",2159,2017,10000,14,0.818181818181818,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"12002",557850,"Magnificent Ships: Volume 1","VROOM","VROOM",7801,2016,10000,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"12003",557860,"Azurea Juncture","Rimebelle Express","Rimebelle Express",4329,2016,10000,13,0.933333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"12004",557880,"Say Goodbye","morojenoe's empire","morojenoe's empire",0,2017,35000,22,0.56547619047619,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
"12005",557890,"Sunset's Ashes","Fifth One","Fifth One",0,2016,350000,86,0.898148148148148,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"12006",557940,"The Muybridge Mausoleum","Most Ancient","Most Ancient",0,2017,10000,3,0.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"12007",557960,"Beach Bowling Dream VR","Lucid Dreams VR, LLC","Lucid Dreams VR, LLC",857,2017,10000,-1,0.466666666666667,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"12008",557970,"Teria","ElZzap Software","ElZzap Software",857,2017,10000,-3,0.421052631578947,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"12009",558010,"REVIVAL RESET","rakusomoku","rakusomoku",14094,2016,10000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"12010",558020,"JETPACK PORTER","G-STYLE Co,. Ltd.","G-STYLE Co,. Ltd.",4329,2016,10000,1,0.666666666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"12011",558030,"ROBUST ROAD ROLLER","G-STYLE Co,. Ltd.","G-STYLE Co,. Ltd.",4329,2016,10000,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"12012",558050,"Princess Kidnapper VR","MAGIC ERA","MAGIC ERA",5414,2016,10000,1,0.555555555555556,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"12013",558060,"Candy Island","Fun Rainbow","Fun Rainbow",5414,2016,10000,-1,0.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"12014",558100,"Art of War: Red Tides","Game Science","Game Science",0,2016,1500000,3689,0.806039488966318,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
"12015",558110,"Odyssey - The Story of Science","The Young Socratics","The Young Socratics",11924,2017,10000,64,0.746153846153846,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"12016",558260,"Gravel","Milestone S.r.l.","Milestone S.r.l.",32539,2018,10000,120,0.698675496688742,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"12017",558320,"Among the Innocent: A Stricken Tale","Zero Degrees Games","Zero Degrees Games",6282,2017,10000,19,0.806451612903226,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"12018",558340,"Faces of Illusion: The Twin Phantoms","Moonrise Interactive","Artifex Mundi",7584,2017,10000,15,0.592592592592593,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"12019",558410,"Cannonfire Concerto","Choice of Games","Choice of Games",3136,2016,10000,13,0.842105263157895,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"12020",558420,"Stories Untold","No Code","Devolver Digital",7584,2017,150000,1894,0.879103282626101,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"12021",558440,"The Night Christmas Ended","Giant Goblin Studio","Giant Goblin Studio",4329,2016,10000,6,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"12022",558450,"Fibrillation HD","Egor Rezenov","Egor Rezenov",3027,2017,10000,128,0.880952380952381,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"12023",558490,"Crossroad Mysteries: The Broken Deal","N-Tri Studio","N-Tri Studio",7801,2017,10000,31,0.746031746031746,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"12024",558650,"Star Kingdom - The Elements","Hyperator, Inc.","Hyperator, Inc.",1834,2016,10000,0,0.5,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
"12025",558660,"it's always monday","Alonzu;@alonzubin","AlonZubina",857,2016,35000,172,0.82824427480916,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"12026",558670,"The Agency of Anomalies: Cinderstone Orphanage Collector's Edition","Orneon","Big Fish Games",7584,2016,10000,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"12027",558680,"KYOTO TANOJI QUEST","Media Impact Co.,Ltd","Media Impact Co.,Ltd",0,2016,10000,4,0.666666666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"12028",558720,"Tribal Siege","BOHDOKUMEN.","BOHDOKUMEN.",16264,2017,10000,-1,0.333333333333333,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"12029",558740,"CRAFT: Work VR Shop","CRAFT","CRAFT",5414,2016,10000,-2,0.4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"12030",558750,"Goaltender VR","RunByCoffee","RunByCoffee",0,2018,10000,14,0.9375,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"12031",558780,"Sonya: The Great Adventure","Specialbit Studio","Specialbit Studio",5414,2017,10000,22,0.789473684210526,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"12032",558790,"Queen's Quest 2: Stories of Forgotten Past","Brave Giant LTD","Artifex Mundi",7584,2017,10000,55,0.876712328767123,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"12033",558810,"Doomed Kingdoms","tumangames","tumangames",3027,2016,150000,2,0.518518518518518,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"12034",558850,"Children of Colossus","Colossus Interactive","Colossus Interactive",4329,2016,10000,11,0.703703703703704,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"12035",558870,"Club Naughty","Ripknot Systems","Ripknot Systems",27114,2016,10000,-21,0.396039603960396,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1
"12036",558990,"Opus Magnum","Zachtronics","Zachtronics",16807,2017,150000,1937,0.979218208807521,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"12037",559010,"Cosmic Sugar VR","David Lobser","Object Normal",0,2016,75000,230,0.956349206349206,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"12038",559030,"Siege Saga","PlayZilla.tk","PlayZilla.tk",10839,2018,10000,15,0.8,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"12039",559070,"Zak McKracken and the Alien Mindbenders","Lucasfilm Games","Lucasfilm;Disney Interactive",5197,2018,10000,17,0.904761904761905,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"12040",559100,"Phantom Doctrine","CreativeForge Games","Good Shepherd Entertainment",33624,2018,75000,799,0.739078396169958,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"12041",559130,"Inner Voices","Sigma Games","Fat Dog Games",7584,2017,10000,13,0.651162790697674,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"12042",559140,"Pinheads Bowling VR","Midnight Studios, Inc.","Midnight Studios, Inc.",9754,2016,10000,-2,0.333333333333333,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
"12043",559170,"Ready, Aim, Splat!","Blue Volcano Studio","Blue Volcano Studio",4329,2017,10000,2,0.666666666666667,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"12044",559200,"Danny's War","NedoStudio","NedoStudio",1725,2016,35000,-1,0.428571428571429,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"12045",559210,"Rakuen","Laura Shigihara","Laura Shigihara",7584,2017,75000,2129,0.972062084257206,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
